Source;Target;Weight;Label;Type
WPP;DZ;2;2;undirected
BRITISH AMERICAN TOBACCO;GT;1;1;undirected
BT GROUP;GT;3;3;undirected
DIAGEO;GT;1;1;undirected
G4S;GT;4;4;undirected
GLAXOSMITHKLINE;GT;1;1;undirected
INTERTEK  GROUP;GT;2;2;undirected
REXAM;GT;1;1;undirected
ROYAL DUTCH SHELL;GT;1;1;undirected
SERCO GROUP;GT;1;1;undirected
UNILEVER;GT;1;1;undirected
WPP;GT;3;3;undirected
AMEC ;GT;1;1;undirected
BP;SZ;1;1;undirected
BRITISH AMERICAN TOBACCO;SZ;1;1;undirected
COMPASS GROUP;SZ;1;1;undirected
OLD MUTUAL;SZ;6;6;undirected
PEARSON;SZ;1;1;undirected
SABMILLER;SZ;3;3;undirected
XSTRATA;SZ;3;3;undirected
ASSOCIATED BRITISH FOODS ;SZ;4;4;undirected
BG GROUP;TN;2;2;undirected
BT GROUP;TN;1;1;undirected
GLAXOSMITHKLINE;TN;1;1;undirected
INTERTEK  GROUP;TN;1;1;undirected
REED ELSEVIER GROUP;TN;1;1;undirected
ROYAL DUTCH SHELL;TN;7;7;undirected
SMITHS GROUP;TN;1;1;undirected
THE SAGE GROUP;TN;1;1;undirected
UNILEVER;TN;3;3;undirected
WPP;TN;1;1;undirected
ASTRAZENECA;TN;1;1;undirected
BP;JM;1;1;undirected
BRITISH AMERICAN TOBACCO;JM;5;5;undirected
BT GROUP;JM;1;1;undirected
DIAGEO;JM;8;8;undirected
G4S;JM;1;1;undirected
INTERCONTINENTAL HOTELS GROUP;JM;2;2;undirected
AMEC ;JM;1;1;undirected
BRITISH AMERICAN TOBACCO;BD;1;1;undirected
BT GROUP;BD;1;1;undirected
COMPASS GROUP;BD;1;1;undirected
G4S;BD;2;2;undirected
GLAXOSMITHKLINE;BD;3;3;undirected
INTERTEK  GROUP;BD;3;3;undirected
RECKITT BENCKISER GROUP;BD;2;2;undirected
RIO TINTO;BD;1;1;undirected
UNILEVER;BD;2;2;undirected
WPP;BD;3;3;undirected
BG GROUP;BO;2;2;undirected
BP;BO;2;2;undirected
BT GROUP;BO;1;1;undirected
G4S;BO;1;1;undirected
GLENCORE INTERNATIONAL;BO;1;1;undirected
INTERTEK  GROUP;BO;1;1;undirected
ROYAL DUTCH SHELL;BO;2;2;undirected
UNILEVER;BO;1;1;undirected
WPP;BO;2;2;undirected
ANTOFAGASTA;BO;4;4;undirected
BRITISH AMERICAN TOBACCO;CM;1;1;undirected
BT GROUP;CM;1;1;undirected
COMPASS GROUP;CM;2;2;undirected
DIAGEO;CM;1;1;undirected
G4S;CM;1;1;undirected
IMPERIAL TOBACCO GROUP ;CM;2;2;undirected
RIO TINTO;CM;6;6;undirected
STANDARD CHARTERED;CM;1;1;undirected
WPP;CM;1;1;undirected
AGGREKO;CM;1;1;undirected
BP;EE;1;1;undirected
BRITISH AMERICAN TOBACCO;EE;1;1;undirected
BT GROUP;EE;1;1;undirected
G4S;EE;5;5;undirected
GLAXOSMITHKLINE;EE;1;1;undirected
IMPERIAL TOBACCO GROUP ;EE;1;1;undirected
INTERTEK  GROUP;EE;1;1;undirected
MARKS AND SPENCER GROUP;EE;1;1;undirected
UNILEVER;EE;1;1;undirected
UNITED UTILITIES GROUP;EE;1;1;undirected
WPP;EE;2;2;undirected
ASTRAZENECA;EE;1;1;undirected
BURBERRY GROUP;QA;1;1;undirected
COMPASS GROUP;QA;1;1;undirected
G4S;QA;1;1;undirected
INTERTEK  GROUP;QA;2;2;undirected
ROYAL DUTCH SHELL;QA;4;4;undirected
SERCO GROUP;QA;1;1;undirected
VODAFONE GROUP;QA;2;2;undirected
WHITBREAD;QA;1;1;undirected
WPP;QA;3;3;undirected
AMEC ;QA;1;1;undirected
BRITISH AMERICAN TOBACCO;LV;1;1;undirected
BT GROUP;LV;1;1;undirected
G4S;LV;2;2;undirected
GLAXOSMITHKLINE;LV;1;1;undirected
INTERTEK  GROUP;LV;2;2;undirected
MARKS AND SPENCER GROUP;LV;1;1;undirected
RECKITT BENCKISER GROUP;LV;1;1;undirected
RSA INSURANCE GROUP;LV;1;1;undirected
UNILEVER;LV;2;2;undirected
WHITBREAD;LV;1;1;undirected
WPP;LV;3;3;undirected
ASTRAZENECA;LV;1;1;undirected
BHP BILLITON;PG;1;1;undirected
BRITISH AMERICAN TOBACCO;PG;4;4;undirected
COMPASS GROUP;PG;2;2;undirected
G4S;PG;3;3;undirected
INTERCONTINENTAL HOTELS GROUP;PG;2;2;undirected
INTERTEK  GROUP;PG;1;1;undirected
RIO TINTO;PG;1;1;undirected
ROYAL DUTCH SHELL;PG;1;1;undirected
XSTRATA;PG;1;1;undirected
AGGREKO;PG;1;1;undirected
BRITISH AMERICAN TOBACCO;SN;2;2;undirected
BT GROUP;SN;1;1;undirected
G4S;SN;1;1;undirected
IMPERIAL TOBACCO GROUP ;SN;4;4;undirected
ROYAL DUTCH SHELL;SN;5;5;undirected
UNILEVER;SN;1;1;undirected
WPP;SN;1;1;undirected
AGGREKO;SN;1;1;undirected
AVIVA;LT;1;1;undirected
BT GROUP;LT;1;1;undirected
G4S;LT;1;1;undirected
GLAXOSMITHKLINE;LT;2;2;undirected
IMI;LT;1;1;undirected
INTERTEK  GROUP;LT;1;1;undirected
MARKS AND SPENCER GROUP;LT;1;1;undirected
RSA INSURANCE GROUP;LT;1;1;undirected
TATE & LYLE;LT;1;1;undirected
UNILEVER;LT;3;3;undirected
WPP;LT;2;2;undirected
ASTRAZENECA;LT;1;1;undirected
BRITISH AMERICAN TOBACCO;SI;1;1;undirected
BT GROUP;SI;1;1;undirected
G4S;SI;1;1;undirected
GKN;SI;1;1;undirected
GLAXOSMITHKLINE;SI;1;1;undirected
IMI;SI;2;2;undirected
IMPERIAL TOBACCO GROUP ;SI;3;3;undirected
MARKS AND SPENCER GROUP;SI;1;1;undirected
RECKITT BENCKISER GROUP;SI;1;1;undirected
ROYAL DUTCH SHELL;SI;1;1;undirected
WPP;SI;2;2;undirected
BRITISH AMERICAN TOBACCO;HR;2;2;undirected
BT GROUP;HR;1;1;undirected
GLAXOSMITHKLINE;HR;1;1;undirected
IMI;HR;1;1;undirected
IMPERIAL TOBACCO GROUP ;HR;1;1;undirected
MARKS AND SPENCER GROUP;HR;1;1;undirected
RECKITT BENCKISER GROUP;HR;1;1;undirected
ROLLS-ROYCE GROUP;HR;1;1;undirected
TATE & LYLE;HR;1;1;undirected
UNILEVER;HR;1;1;undirected
WPP;HR;3;3;undirected
ASTRAZENECA;HR;1;1;undirected
BP;RS;1;1;undirected
BRITISH AMERICAN TOBACCO;RS;2;2;undirected
BT GROUP;RS;1;1;undirected
G4S;RS;2;2;undirected
IMI;RS;1;1;undirected
IMPERIAL TOBACCO GROUP ;RS;1;1;undirected
INTERCONTINENTAL HOTELS GROUP;RS;1;1;undirected
MARKS AND SPENCER GROUP;RS;1;1;undirected
RIO TINTO;RS;1;1;undirected
ROYAL DUTCH SHELL;RS;1;1;undirected
UNILEVER;RS;1;1;undirected
WPP;RS;1;1;undirected
BRITISH AMERICAN TOBACCO;AO;1;1;undirected
G4S;AO;3;3;undirected
INTERTEK  GROUP;AO;2;2;undirected
ROLLS-ROYCE GROUP;AO;1;1;undirected
SABMILLER;AO;5;5;undirected
SMITHS GROUP;AO;1;1;undirected
AMEC ;AO;1;1;undirected
BRITISH AMERICAN TOBACCO;GN;1;1;undirected
EURASIAN NATURAL RESOURCES CORPORATION;GN;1;1;undirected
G4S;GN;2;2;undirected
IMPERIAL TOBACCO GROUP ;GN;2;2;undirected
INTERTEK  GROUP;GN;1;1;undirected
RIO TINTO;GN;4;4;undirected
ROYAL DUTCH SHELL;GN;3;3;undirected
BARCLAYS;LR;1;1;undirected
BHP BILLITON;LR;5;5;undirected
BRITISH AMERICAN TOBACCO;LR;1;1;undirected
DIAGEO;LR;2;2;undirected
GLAXOSMITHKLINE;LR;1;1;undirected
VEDANTA RESOURCES;LR;1;1;undirected
AMEC ;LR;1;1;undirected
ASSOCIATED BRITISH FOODS ;LR;1;1;undirected
BHP BILLITON;MN;1;1;undirected
COMPASS GROUP;MN;1;1;undirected
EURASIAN NATURAL RESOURCES CORPORATION;MN;1;1;undirected
RIO TINTO;MN;7;7;undirected
THE WEIR GROUP;MN;1;1;undirected
XSTRATA;MN;1;1;undirected
AMEC ;MN;1;1;undirected
BT GROUP;MO;2;2;undirected
BURBERRY GROUP;MO;1;1;undirected
DIAGEO;MO;1;1;undirected
G4S;MO;6;6;undirected
IMPERIAL TOBACCO GROUP ;MO;1;1;undirected
ROYAL DUTCH SHELL;MO;1;1;undirected
BG GROUP;LC;6;6;undirected
BHP BILLITON;LC;1;1;undirected
BRITISH AMERICAN TOBACCO;LC;1;1;undirected
DIAGEO;LC;1;1;undirected
G4S;LC;1;1;undirected
ROYAL DUTCH SHELL;LC;1;1;undirected
TULLOW OIL;LC;1;1;undirected
BRITISH AMERICAN TOBACCO;ML;1;1;undirected
EURASIAN NATURAL RESOURCES CORPORATION;ML;1;1;undirected
G4S;ML;1;1;undirected
IMPERIAL TOBACCO GROUP ;ML;1;1;undirected
RANDGOLD RESOURCES;ML;5;5;undirected
ROYAL DUTCH SHELL;ML;1;1;undirected
ASSOCIATED BRITISH FOODS ;ML;1;1;undirected
BHP BILLITON;CK;1;1;undirected
HSBC;CK;7;7;undirected
RIO TINTO;CK;1;1;undirected
ROYAL DUTCH SHELL;CK;1;1;undirected
STANDARD CHARTERED;CK;1;1;undirected
BP;LS;1;1;undirected
COMPASS GROUP;LS;1;1;undirected
G4S;LS;2;2;undirected
OLD MUTUAL;LS;1;1;undirected
PEARSON;LS;1;1;undirected
SABMILLER;LS;3;3;undirected
VODAFONE GROUP;LS;1;1;undirected
ANGLO AMERICAN;LS;1;1;undirected
G4S;MG;1;1;undirected
IMPERIAL TOBACCO GROUP ;MG;4;4;undirected
INTERTEK  GROUP;MG;1;1;undirected
RIO TINTO;MG;3;3;undirected
ROYAL DUTCH SHELL;MG;2;2;undirected
G4S;BN;2;2;undirected
HSBC;BN;1;1;undirected
PETROFAC INC.;BN;1;1;undirected
ROYAL DUTCH SHELL;BN;5;5;undirected
STANDARD CHARTERED;BN;1;1;undirected
BRITISH AMERICAN TOBACCO;RE;1;1;undirected
DIAGEO;RE;2;2;undirected
IMPERIAL TOBACCO GROUP ;RE;5;5;undirected
ROYAL DUTCH SHELL;RE;2;2;undirected
BHP BILLITON;GA;1;1;undirected
BT GROUP;GA;1;1;undirected
DIAGEO;GA;1;1;undirected
G4S;GA;1;1;undirected
IMPERIAL TOBACCO GROUP ;GA;1;1;undirected
ROYAL DUTCH SHELL;GA;2;2;undirected
TULLOW OIL;GA;2;2;undirected
BRITISH AMERICAN TOBACCO;SL;4;4;undirected
BT GROUP;SL;1;1;undirected
DIAGEO;SL;1;1;undirected
G4S;SL;1;1;undirected
STANDARD CHARTERED;SL;1;1;undirected
G4S;MR;3;3;undirected
IMPERIAL TOBACCO GROUP ;MR;1;1;undirected
XSTRATA;MR;3;3;undirected
BARCLAYS;MC;3;3;undirected
CARNIVAL;MC;1;1;undirected
COMPASS GROUP;MC;1;1;undirected
HSBC;MC;2;2;undirected
BRITISH AMERICAN TOBACCO;NP;1;1;undirected
G4S;NP;2;2;undirected
INTERCONTINENTAL HOTELS GROUP;NP;2;2;undirected
STANDARD CHARTERED;NP;1;1;undirected
WPP;NP;1;1;undirected
BT GROUP;NI;2;2;undirected
G4S;NI;1;1;undirected
ROYAL DUTCH SHELL;NI;1;1;undirected
UNILEVER;NI;1;1;undirected
WPP;NI;1;1;undirected
AMEC ;NI;1;1;undirected
BRITISH AMERICAN TOBACCO;IR;1;1;undirected
BT GROUP;IR;1;1;undirected
GKN;IR;1;1;undirected
PETROFAC INC.;IR;2;2;undirected
UNILEVER;IR;1;1;undirected
AMEC ;IR;1;1;undirected
BARCLAYS;SC;2;2;undirected
BT GROUP;SC;1;1;undirected
DIAGEO;SC;2;2;undirected
EURASIAN NATURAL RESOURCES CORPORATION;SC;1;1;undirected
STANDARD CHARTERED;SC;1;1;undirected
BRITISH AMERICAN TOBACCO;PY;1;1;undirected
BT GROUP;PY;1;1;undirected
DIAGEO;PY;1;1;undirected
GLAXOSMITHKLINE;PY;1;1;undirected
HSBC;PY;1;1;undirected
UNILEVER;PY;1;1;undirected
WPP;PY;1;1;undirected
IMPERIAL TOBACCO GROUP ;LI;1;1;undirected
LLOYDS BANKING GROUP;LI;2;2;undirected
OLD MUTUAL;LI;1;1;undirected
THE ROYAL BANK OF SCOTLAND GROUP;LI;1;1;undirected
ANTOFAGASTA;LI;2;2;undirected
BHP BILLITON;NC;2;2;undirected
COMPASS GROUP;NC;1;1;undirected
HSBC;NC;2;2;undirected
XSTRATA;NC;2;2;undirected
BRITISH AMERICAN TOBACCO;KH;1;1;undirected
COMPASS GROUP;KH;1;1;undirected
IMPERIAL TOBACCO GROUP ;KH;1;1;undirected
INTERTEK  GROUP;KH;1;1;undirected
ROYAL DUTCH SHELL;KH;2;2;undirected
UNILEVER;KH;1;1;undirected
BP;CU;1;1;undirected
BRITISH AMERICAN TOBACCO;CU;1;1;undirected
IMPERIAL TOBACCO GROUP ;CU;2;2;undirected
INTERNATIONAL AIRLINES GROUP;CU;2;2;undirected
UNILEVER;CU;1;1;undirected
BRITISH AMERICAN TOBACCO;BA;1;1;undirected
BT GROUP;BA;1;1;undirected
GLAXOSMITHKLINE;BA;1;1;undirected
IMI;BA;1;1;undirected
IMPERIAL TOBACCO GROUP ;BA;1;1;undirected
ASTRAZENECA;BA;1;1;undirected
BHP BILLITON;KN;1;1;undirected
ROYAL DUTCH SHELL;KN;1;1;undirected
SABMILLER;KN;4;4;undirected
BT GROUP;KW;1;1;undirected
G4S;KW;1;1;undirected
PEARSON;KW;1;1;undirected
WPP;KW;2;2;undirected
AMEC ;KW;1;1;undirected
BT GROUP;JO;1;1;undirected
G4S;JO;2;2;undirected
INTERCONTINENTAL HOTELS GROUP;JO;2;2;undirected
ASTRAZENECA;JO;1;1;undirected
BT GROUP;TG;1;1;undirected
ROYAL DUTCH SHELL;TG;5;5;undirected
INTERCONTINENTAL HOTELS GROUP;AW;1;1;undirected
INTERTEK  GROUP;AW;1;1;undirected
KAZAKHMYS;AW;1;1;undirected
RIO TINTO;AW;1;1;undirected
XSTRATA;AW;2;2;undirected
BT GROUP;IS;1;1;undirected
COMPASS GROUP;IS;1;1;undirected
GLAXOSMITHKLINE;IS;1;1;undirected
RIO TINTO;IS;2;2;undirected
XSTRATA;IS;1;1;undirected
BT GROUP;AZ;1;1;undirected
COMPASS GROUP;AZ;1;1;undirected
INTERTEK  GROUP;AZ;1;1;undirected
SMITHS GROUP;AZ;1;1;undirected
AMEC ;AZ;1;1;undirected
BRITISH AMERICAN TOBACCO;UZ;1;1;undirected
BT GROUP;UZ;1;1;undirected
G4S;UZ;1;1;undirected
INTERTEK  GROUP;UZ;1;1;undirected
RIO TINTO;UZ;1;1;undirected
BP;GE;1;1;undirected
BT GROUP;GE;1;1;undirected
HSBC;GE;1;1;undirected
WPP;GE;2;2;undirected
GLENCORE INTERNATIONAL;BF;1;1;undirected
IMPERIAL TOBACCO GROUP ;BF;1;1;undirected
RANDGOLD RESOURCES;BF;1;1;undirected
ROYAL DUTCH SHELL;BF;2;2;undirected
BRITISH AMERICAN TOBACCO;FJ;3;3;undirected
ITV;FJ;1;1;undirected
VODAFONE GROUP;FJ;1;1;undirected
AVIVA;KP;1;1;undirected
GKN;KP;2;2;undirected
GLAXOSMITHKLINE;KP;1;1;undirected
ICAP;KP;1;1;undirected
BRITISH AMERICAN TOBACCO;MK;1;1;undirected
BT GROUP;MK;2;2;undirected
IMPERIAL TOBACCO GROUP ;MK;1;1;undirected
JOHNSON MATTHEY;MK;1;1;undirected
BRITISH AMERICAN TOBACCO;WS;1;1;undirected
HSBC;WS;1;1;undirected
STANDARD CHARTERED;WS;2;2;undirected
DIAGEO;ET;1;1;undirected
SABMILLER;ET;2;2;undirected
UNILEVER;ET;1;1;undirected
IMPERIAL TOBACCO GROUP ;KG;2;2;undirected
PETROFAC INC.;KG;2;2;undirected
G4S;GU;3;3;undirected
INTERCONTINENTAL HOTELS GROUP;GU;1;1;undirected
BT GROUP;CV;1;1;undirected
ROYAL DUTCH SHELL;CV;3;3;undirected
BP;AL;1;1;undirected
BRITISH AMERICAN TOBACCO;AL;1;1;undirected
BT GROUP;AL;1;1;undirected
VODAFONE GROUP;AL;1;1;undirected
BT GROUP;GM;1;1;undirected
G4S;GM;1;1;undirected
STANDARD CHARTERED;GM;1;1;undirected
IMPERIAL TOBACCO GROUP ;AD;3;3;undirected
BRITISH AMERICAN TOBACCO;MD;1;1;undirected
BT GROUP;MD;1;1;undirected
WPP;MD;1;1;undirected
BRITISH AMERICAN TOBACCO;RW;1;1;undirected
G4S;RW;1;1;undirected
AGGREKO;RW;1;1;undirected
COMPASS GROUP;CG;1;1;undirected
IMPERIAL TOBACCO GROUP ;CG;1;1;undirected
XSTRATA;CG;1;1;undirected
BRITISH AMERICAN TOBACCO;BY;1;1;undirected
BT GROUP;BY;1;1;undirected
RECKITT BENCKISER GROUP;BY;1;1;undirected
INTERTEK  GROUP;LY;1;1;undirected
PEARSON;LY;1;1;undirected
AMEC ;LY;1;1;undirected
BRITISH AMERICAN TOBACCO;DJ;2;2;undirected
G4S;DJ;1;1;undirected
INTERTEK  GROUP;KO;2;2;undirected
STANDARD CHARTERED;KO;1;1;undirected
BRITISH AMERICAN TOBACCO;NE;1;1;undirected
BT GROUP;NE;1;1;undirected
UNILEVER;NE;1;1;undirected
G4S;CF;1;1;undirected
IMPERIAL TOBACCO GROUP ;CF;2;2;undirected
G4S;SY;1;1;undirected
ROYAL DUTCH SHELL;SY;2;2;undirected
BHP BILLITON;AI;1;1;undirected
EURASIAN NATURAL RESOURCES CORPORATION;AI;1;1;undirected
XSTRATA;AI;1;1;undirected
INTERTEK  GROUP;FI ;3;3;undirected
DIAGEO;CW;1;1;undirected
IMPERIAL TOBACCO GROUP ;CW;1;1;undirected
IMPERIAL TOBACCO GROUP ;YT;1;1;undirected
SABMILLER;YT;1;1;undirected
BT GROUP;VI;1;1;undirected
DIAGEO;VI;1;1;undirected
BT GROUP;SD;1;1;undirected
ROYAL DUTCH SHELL;SD;1;1;undirected
IMPERIAL TOBACCO GROUP ;LA;1;1;undirected
RIO TINTO;LA;1;1;undirected
G4S;ME;1;1;undirected
MARKS AND SPENCER GROUP;ME;1;1;undirected
BRITISH AMERICAN TOBACCO;SB;1;1;undirected
INTERTEK  GROUP;SB;1;1;undirected
CARNIVAL;PF;1;1;undirected
INTERCONTINENTAL HOTELS GROUP;PF;1;1;undirected
BRITISH AMERICAN TOBACCO;YE;1;1;undirected
G4S;YE;1;1;undirected
BRITISH AMERICAN TOBACCO;BJ;2;2;undirected
DIAGEO;SS;1;1;undirected
SABMILLER;SS;1;1;undirected
AGGREKO;UR;2;2;undirected
HSBC;IQ;1;1;undirected
AMEC ;IQ;1;1;undirected
INTERTEK  GROUP;UE;1;1;undirected
WHITBREAD;UE;1;1;undirected
XSTRATA;AG;1;1;undirected
G4S;MP;1;1;undirected
HSBC;AM;1;1;undirected
BRITISH AMERICAN TOBACCO;SUR;1;1;undirected
SABMILLER;KM;1;1;undirected
IMPERIAL TOBACCO GROUP ;TD;1;1;undirected
G4S;BT;1;1;undirected
INTERNATIONAL AIRLINES GROUP;GQ;1;1;undirected
BRITISH AMERICAN TOBACCO;GY;1;1;undirected
AGGREKO;DR;1;1;undirected
WOLSELEY;GL;1;1;undirected
HSBC;GP;1;1;undirected
DIAGEO;IC;1;1;undirected
BT GROUP;TJ;1;1;undirected
G4S;AF;1;1;undirected
BRITISH AMERICAN TOBACCO;ER;1;1;undirected
UNILEVER;PS;1;1;undirected
G4S;TM;1;1;undirected
INTERCONTINENTAL HOTELS GROUP;MV;1;1;undirected
